"","VendorID","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","RatecodeID","store_and_fwd_flag","PULocationID","DOLocationID","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"64",2,2023-01-13 08:45:37,2023-01-13 09:10:27,1,9.06,1,"N",138,161,1,38.7,5,0.5,13.88,6.55,1,69.38,2.5,1.25
"65",2,2023-01-09 12:02:57,2023-01-09 12:15:41,1,2.7,1,"N",234,237,1,15.6,2.5,0.5,2,0,1,24.1,2.5,0
"66",2,2023-01-18 16:47:29,2023-01-18 17:01:27,2,2.6,1,"N",263,142,2,15.6,1,0.5,0,0,1,20.6,2.5,0
"67",2,2023-01-30 20:24:28,2023-01-30 20:27:12,5,0.64,1,"N",234,100,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
"68",2,2023-01-12 15:51:17,2023-01-12 15:59:40,1,1.62,1,"N",164,249,1,10.7,1,0.5,2,0,1,17.7,2.5,0
"69",1,2023-01-13 19:30:56,2023-01-13 19:39:08,1,2.5,1,"N",262,151,1,13.5,3.5,0.5,4,0,1,22.5,2.5,0
"70",2,2023-01-22 06:23:43,2023-01-22 06:28:06,1,1.36,1,"N",137,79,1,7.9,0,0.5,0,0,1,11.9,2.5,0
"71",2,2023-01-12 12:36:35,2023-01-12 12:48:54,3,2.19,1,"N",140,162,1,14.2,2.5,0.5,3,0,1,23.7,2.5,0
"72",2,2023-01-18 14:01:05,2023-01-18 14:30:11,1,15.51,5,"N",130,239,1,75,0,0,10.1,6.55,1,96.4,2.5,1.25
"73",2,2023-01-13 17:25:59,2023-01-13 17:34:42,6,3.25,1,"N",230,238,1,15.6,1,0.5,4.12,0,1,24.72,2.5,0
"74",1,2023-01-20 14:08:03,2023-01-20 14:29:45,1,0,1,"N",68,231,1,17.7,5,0.5,4.8,0,1,29,2.5,0
"75",2,2023-01-31 15:59:47,2023-01-31 16:14:45,1,3.77,1,"N",79,141,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
"76",1,2023-01-04 14:59:35,2023-01-04 15:34:33,1,16.4,1,"N",132,255,1,63.9,2.25,0.5,13.5,0,1,81.15,0,1.25
"77",1,2023-01-25 05:13:33,2023-01-25 05:24:37,1,1.2,1,"N",237,163,1,11.4,2.5,0.5,3.05,0,1,18.45,2.5,0
"78",2,2023-01-06 14:35:13,2023-01-06 14:49:11,2,1.62,1,"N",234,144,1,13.5,2.5,0.5,2,0,1,22,2.5,0
"79",2,2023-01-04 10:24:21,2023-01-04 10:34:42,2,1.18,1,"N",163,100,1,10.7,0,0.5,2.2,0,1,16.9,2.5,0
"80",1,2023-01-15 17:39:32,2023-01-15 18:11:34,1,16.8,2,"N",132,141,1,70,3.75,0.5,15.05,0,1,90.3,2.5,1.25
"81",2,2023-01-31 02:04:39,2023-01-31 02:19:37,1,2.42,1,"N",170,48,2,16.3,0,0.5,0,0,1,20.3,2.5,0
